path,secondary_node_match,secondary_match_kind,secondary_confidence,reason,chapter_code,chapter_name,secondary_node_name,secondary_object_path,secondary_group_code,source_type,source_file,rematch_decision,strict_match_level,access,data_type,old_target_node_name,old_target_object_path,old_target_group_code
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RrmLogConfig.RrmLogLevel,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,RrmLogConfig,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RrmLogConfig.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RrmLogConfig.RrmShmSize,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,RrmLogConfig,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RrmLogConfig.,
Device.Services.FAPService.{i}.X_COM.LTE.SchedulerConfig.DLSchedulerType,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,SchedulerConfig,Device.Services.FAPService.{i}.X_COM.LTE.SchedulerConfig.,
Device.Services.FAPService.{i}.X_COM.LTE.SchedulerConfig.ULSchedulerType,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,SchedulerConfig,Device.Services.FAPService.{i}.X_COM.LTE.SchedulerConfig.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.CN.TA.{i}.PLMNList.{i}.SliceList.{i},yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,SliceList,Device.Services.FAPService.{i}.CellConfig.{i}.NR.CN.TA.{i}.PLMNList.{i}.SliceList.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.CN.TA.{i},yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,TA,Device.Services.FAPService.{i}.CellConfig.{i}.NR.CN.TA.,
Device.Services.FAPService.{i}.FAPControl.NR.X2apDscp.Dscp,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,X2apDscp,Device.Services.FAPService.{i}.FAPControl.NR.X2apDscp.,
Device.Services.FAPService.{i}.FAPControl.NR.X2apDscp.VlanPrio,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,X2apDscp,Device.Services.FAPService.{i}.FAPControl.NR.X2apDscp.,
Device.Services.FAPService.{i}.FAPControl.NR.XnBlackList.{i},yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,XnBlackList,Device.Services.FAPService.{i}.FAPControl.NR.XnBlackList.,
Device.Services.FAPService.{i}.FAPControl.NR.XnIpAddrMapInfo.{i},yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,XnIpAddrMapInfo,Device.Services.FAPService.{i}.FAPControl.NR.XnIpAddrMapInfo.,
Device.Services.FAPService.{i}.FAPControl.NR.XnapDscp.Dscp,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,XnapDscp,Device.Services.FAPService.{i}.FAPControl.NR.XnapDscp.,
Device.Services.FAPService.{i}.FAPControl.NR.XnapDscp.VlanPrio,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,XnapDscp,Device.Services.FAPService.{i}.FAPControl.NR.XnapDscp.,
Device.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.MMECode,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_ONLY,U_INT,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.MMEGroupID,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_ONLY,U_INT,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.MMEIp1,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.MMEIp2,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_ONLY,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.PLMNID,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MmePoolConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.MMEIp,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.MMEStatus,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.PLMNID,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.S1CIfname,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.S1CIp,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.S1UIfname,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.S1UIp,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MocnConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MultiIpsecConfigParam.{i}.DpdAction,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MultiIpsecConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MultiIpsecConfigParam.{i}.DpdDelay,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MultiIpsecConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MultiIpsecConfigParam.{i}.Enable,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MultiIpsecConfigParam.{i}.,
Device.Services.FAPService.{i}.CellConfig.LTE.MultiIpsecConfigParam.{i}.EspAuthentication,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,{i},Device.Services.FAPService.{i}.CellConfig.LTE.MultiIpsecConfigParam.{i}.,
